#{"t_start": 1738676945.520818, "env_id": "ComponentPlacementEnvironment-v2"}
r,l,t
-4181.70315,999,103.833155
-4406.16674,999,105.635897
-3858.738184,999,106.517883
-5766.538119,999,111.646986
-3037.097212,999,112.46032
-2504.184745,999,114.239826
-4551.03638,999,115.054968
-3932.732832,999,116.854954
-3655.583653,999,117.673818
-2898.498591,999,118.491869
-5750.349921,999,120.332103
-5009.658039,999,121.159012
-4761.050221,999,122.954937
-3989.536247,999,123.767814
-2869.254711,999,125.547884
-3727.389635,999,126.360573
-2919.535945,999,128.125499
-2934.582962,999,128.941112
-2202.929327,999,130.725215
-3896.321193,999,131.538738
-4192.646598,999,133.324154
-4507.53852,999,134.138476
-4610.148758,999,135.929089
-2183.848584,999,136.746878
-2935.675001,999,138.445384
-3080.900003,999,139.260763
-4948.104007,999,141.123383
-3770.208635,999,141.980877
-3191.193211,999,146.185129
-3096.712764,999,147.038977
-2259.876802,999,148.916664
-2305.346045,999,149.735258
-3985.799701,999,151.462867
-3613.858895,999,152.280726
-2983.776167,999,154.186235
-2908.631771,999,155.02234
-2370.896631,999,156.790767
-3226.998996,999,157.609451
-2169.944096,999,159.483109
-2748.825081,999,160.32621
-2993.823821,999,162.227621
-2964.453458,999,163.077699
-2793.827492,999,164.879738
-2732.776015,999,165.770718
-3733.984368,999,167.543798
-3367.543304,999,168.438801
-2070.555207,999,170.366608
-2157.502298,999,171.184839
-5022.498411,999,172.994495
-3331.210219,999,173.808971
-2506.975008,999,174.625945
-3502.057677,999,176.388265
-3124.960301,999,177.209927
-2809.134831,999,182.187939
-3195.197881,999,183.004622
-3608.560555,999,184.806083
-3235.649253,999,185.632597
-2442.315042,999,187.366076
-1784.497752,999,188.181166
-3026.161011,999,189.98491
-3198.227814,999,190.801599
-3215.475032,999,192.491014
-2651.157872,999,193.306938
-4245.487477,999,195.245502
-2003.139584,999,196.085151
-2906.572768,999,198.004217
-3893.480759,999,198.816181
-2664.506406,999,200.821882
-3599.011564,999,201.663123
-3211.617608,999,203.600085
-1813.656071,999,204.42592
-3926.244659,999,206.322285
-2031.526999,999,207.178229
-1867.517282,999,209.007136
-3410.773889,999,209.839593
-2821.917817,999,211.884694
-2412.022621,999,212.701664
-4150.548503,999,214.678073
-2803.012509,999,217.748471
-3396.978657,999,219.64928
-3644.968363,999,220.465392
-4288.746076,999,222.27349
-3740.099431,999,223.113229
-3371.956344,999,224.900701
-1910.321627,999,225.721981
-876.816434,999,227.60429
-2980.202474,999,228.428072
-1969.128266,999,230.332914
-1569.647611,999,231.147917
-1972.379682,999,233.063665
-3456.12859,999,233.887294
-1748.260717,999,234.702224
-2695.395604,999,236.595258
-4090.005827,999,237.406141
-2643.217974,999,239.317875
-2390.570902,999,240.126652
-3154.377733,999,242.055347
-3716.488936,999,242.869173
-1852.161787,999,244.523756
-2124.005478,999,245.365907
-2733.759437,999,247.217252
-3151.011771,999,248.031457
-2055.576237,999,249.962977
-2026.262633,999,253.047196
-1370.816804,999,254.751323
-2113.661244,999,255.584279
-3253.769384,999,257.288379
-1587.106465,999,258.099491
-1543.805504,999,259.885195
-2738.395459,999,260.695707
-3074.614368,999,262.491266
-1364.824044,999,263.29819
-1616.691069,999,265.05164
-1778.53682,999,265.87538
-487.763417,999,267.65969
-733.478457,999,268.521941
-3001.148361,999,270.261182
-1775.117596,999,271.081006
-2099.698593,999,272.781435
-2179.261752,999,273.603563
-802.992882,999,275.591373
-1877.559671,999,276.400722
-880.63493,999,278.562579
-3180.851521,999,279.378072
-600.812108,999,281.008472
-2794.369139,999,281.827353
-2045.925564,999,283.620384
-1296.956685,999,284.430056
-1223.559284,999,288.601647
-937.221118,999,289.413618
-2246.030859,999,291.117872
-899.529513,999,291.932075
-941.375758,999,292.747781
-4971.825531,999,294.512106
-2223.921306,999,295.352079
-3130.582632,999,297.224346
-68.679274,999,298.040662
-639.479398,999,300.478019
-2725.3628,999,301.289517
-139.958426,999,303.09508
-778.369374,999,303.923082
-500.434269,999,305.665141
-2046.720489,999,306.475097
-1620.215214,999,308.211536
-906.539755,999,309.028385
-749.865349,999,310.891258
-1043.412276,999,311.7017
-1059.890611,999,313.579493
-915.868685,999,314.412784
-594.34616,999,316.162634
-2087.129538,999,317.011109
-1360.380057,999,318.764214
-1304.110658,999,319.577924
-994.980561,999,323.902654
-717.584026,999,324.738077
-354.657123,999,326.707554
-2512.244805,999,327.566451
-445.341178,999,329.666963
-1075.758995,999,330.493184
-1160.756067,999,332.35016
-319.299063,999,333.168378
-296.610552,999,335.021987
-852.501383,999,335.840208
-528.666168,999,337.633579
-1120.375389,999,338.453624
-649.296682,999,340.694721
-71.15278,999,341.508043
-1214.725431,999,343.737037
-910.206854,999,344.54857
-509.116049,999,346.578164
-862.22856,999,347.399585
-427.946879,999,349.184907
-193.964905,999,350.021996
88.920628,999,350.833267
-453.41838,999,352.626217
-395.247307,999,353.438563
-314.768221,999,355.214649
-549.485089,999,356.032177
-767.552118,999,360.117746
-1285.143364,999,360.93078
-3037.666982,999,362.679536
-688.010636,999,363.514488
-1034.201557,999,365.422402
-525.05484,999,366.291965
-1692.234336,999,368.329824
-605.754917,999,369.150313
-505.492897,999,371.16875
-880.500916,999,371.998131
-1537.781827,999,373.922934
-880.991293,999,374.734516
-1034.872157,999,376.655816
-1335.206994,999,377.463569
-198.624359,999,379.268189
-116.287292,999,380.080619
-1674.021728,999,382.396979
-104.408924,999,383.210681
-1742.133886,999,385.495345
-530.701924,999,386.307711
-1053.45748,999,388.595919
-1198.359231,999,389.402296
-1.335826,999,391.201985
-1644.437804,999,392.016925
-5722.123122,999,393.769392
-193.05473,999,397.052848
-453.438792,999,398.985007
-830.910661,999,399.80194
-2543.707206,999,401.723457
-575.532437,999,402.531478
-1245.969555,999,404.449755
-569.930923,999,405.258668
-37.488692,999,407.227533
-447.109574,999,408.0855
-164.514921,999,410.047427
-2494.021569,999,410.861691
-168.14553,999,411.67005
-181.297953,999,413.58941
-976.892104,999,414.396969
-231.92184,999,416.347076
-1678.105959,999,417.188071
-71.43506,999,419.073856
-290.486828,999,419.893492
-648.365816,999,421.836244
103.789416,999,422.648904
45.991367,999,424.574361
-1266.296418,999,425.387406
-2743.280451,999,427.319684
-467.432535,999,428.129556
-353.210815,999,429.908685
-209.624568,999,433.005034
-193.413084,999,434.856419
-423.433575,999,435.667785
-567.408244,999,437.521915
-182.952218,999,438.337715
-820.099374,999,440.113022
92.562906,999,440.919432
-512.999306,999,442.587847
84.089796,999,443.401023
11.175054,999,445.108523
-173.391534,999,445.955098
-963.415827,999,447.812525
-339.574754,999,448.655923
-249.44849,999,450.572884
-257.075756,999,451.409474
-743.399649,999,453.355416
149.194367,999,454.16138
-320.698094,999,456.101356
-242.108961,999,456.926017
-453.903512,999,458.870485
63.985416,999,459.677021
-583.045089,999,461.547243
-558.382403,999,462.355723
-733.051468,999,464.300616
-1005.657027,999,465.112405
-475.00845,999,469.363084
-84.456994,999,470.172337
-349.526882,999,470.991648
-411.142305,999,472.78301
116.782626,999,473.59818
-738.357684,999,475.491033
131.178117,999,476.302882
-224.583255,999,478.26217
-464.165597,999,479.072846
48.254171,999,481.026071
-489.1268,999,481.838537
-580.759296,999,483.739853
-2141.984892,999,484.545578
-146.633062,999,486.47164
-182.611763,999,487.283501
-131.185278,999,489.198589
43.631234,999,490.007292
-2014.325524,999,491.890089
-34.024894,999,492.701197
-118.198421,999,494.469635
-559.189558,999,495.280416
-1622.339518,999,497.103387
-851.092496,999,497.919535
-11.088977,999,499.870507
144.254425,999,500.693098
-395.357364,999,504.770431
-467.353848,999,505.588417
-1114.999,999,507.380398
-188.802708,999,508.213404
-39.748127,999,510.172534
-1896.182795,999,511.003542
1.526532,999,512.805206
-2074.410676,999,513.692797
-23.130039,999,515.496859
-457.687012,999,516.310971
-286.386042,999,518.214863
-711.60909,999,519.051052
49.280016,999,520.865599
24.070369,999,521.702331
101.79932,999,523.480581
-2957.973201,999,524.329129
-211.851435,999,526.190405
-564.202707,999,527.005118
-1185.545336,999,527.820092
11.847763,999,529.779569
56.867777,999,530.591747
-131.516716,999,532.54849
102.241498,999,533.365688
-86.422831,999,535.256645
-142.351003,999,536.068481
-5.290519,999,540.155661
-372.729862,999,540.963305
-311.083623,999,542.769944
-958.948796,999,543.595875
49.596797,999,545.527031
130.736835,999,546.334947
-61.286019,999,548.336407
-357.493748,999,549.158431
-151.647444,999,551.083848
-1086.981642,999,551.895959
-606.858707,999,553.87554
-758.272512,999,554.687874
-506.516305,999,556.656991
55.811745,999,557.470893
-6614.519951,999,559.439984
149.806351,999,560.247108
72.191373,999,562.205071
-281.575955,999,563.015087
-547.883733,999,564.967096
-1148.177719,999,565.779022
55.414452,999,567.894455
-132.426731,999,568.701683
29.744958,999,571.035948
139.278705,999,571.846492
-313.198951,999,573.933565
-25.841821,999,577.161161
-177.123957,999,579.779585
25.67148,999,580.595696
-59.336741,999,582.472851
-195.097936,999,583.283462
-66.151011,999,585.250939
29.48345,999,586.063687
-4351.830195,999,588.203332
-1816.388469,999,589.01371
-351.172118,999,589.821998
126.130053,999,591.669696
-110.156191,999,592.47604
-126.026313,999,594.383326
-5.346528,999,595.204106
-214.245571,999,597.145059
-953.980471,999,597.963073
66.690002,999,599.767378
134.337788,999,600.578142
-90.113209,999,602.438764
134.647532,999,603.263924
145.273377,999,605.193661
-117.18265,999,606.01011
-76.743207,999,607.920256
-402.4435,999,608.739943
12.803323,999,610.557384
154.904287,999,613.635608
50.115122,999,615.471918
-233.83749,999,616.283088
-1674.282734,999,618.068232
-178.781069,999,618.87649
-432.260871,999,620.532577
144.135427,999,621.342097
140.771262,999,623.130865
135.173853,999,623.940861
-157.464721,999,625.747201
-8102.201931,999,626.559482
-23.601376,999,628.382206
-121.107272,999,629.199481
-485.99211,999,631.226381
142.809684,999,632.038309
-3362.419597,999,633.969493
-140.970148,999,634.794842
-8.070888,999,636.681595
148.452629,999,637.491519
22.530519,999,639.278872
112.606369,999,640.093299
-234.35499,999,641.845015
98.921418,999,642.651257
-166.5822,999,644.514058
120.593772,999,645.327489
60.196479,999,648.417011
106.198072,999,650.182731
-29.282377,999,650.991672
-1864.099695,999,652.668895
-292.707655,999,653.512402
-851.5797,999,655.333318
-33.250103,999,656.209457
138.613824,999,658.033917
-79.476537,999,658.839546
-983.05993,999,660.737473
-782.483725,999,661.549639
75.181198,999,663.469197
-5032.525101,999,664.282204
-94.819576,999,666.183664
-73.991639,999,666.996916
130.179041,999,668.839919
-947.906049,999,669.65273
-226.949607,999,671.399875
-25.738167,999,672.217399
-684.815152,999,673.962842
22.007936,999,674.771542
-203.289948,999,676.519273
-460.04779,999,677.334266
-124.134377,999,679.09038
-2272.404133,999,679.90778
-3291.601439,999,683.961107
-3468.163795,999,684.776868
-362.094251,999,686.694689
142.607737,999,687.507409
-62.358247,999,689.397706
145.543298,999,690.210495
-4933.094846,999,692.116375
2.728138,999,692.99023
-1357.325479,999,694.72413
-88.672842,999,695.536502
-1861.051045,999,697.290457
150.526606,999,698.116176
37.961909,999,699.880104
-400.000904,999,700.698096
72.964185,999,702.483181
-103.830551,999,703.308774
-7228.971491,999,704.12253
84.327491,999,705.878712
-220.897467,999,706.736196
-93.604144,999,708.667348
-48.45495,999,709.482313
97.605491,999,711.388494
-11.054855,999,712.198929
129.732231,999,714.112829
-616.479907,999,714.930115
142.350096,999,719.174605
-268.202182,999,720.038135
-9.964228,999,721.996088
72.047548,999,722.810769
53.432362,999,724.744894
-1433.6297,999,725.567329
-519.221497,999,727.440555
19.068569,999,728.252491
141.572478,999,730.179081
68.370927,999,730.997477
-824.703644,999,732.929985
-329.764559,999,733.749332
112.168027,999,735.672976
0.323897,999,736.490124
24.744281,999,738.297993
128.579049,999,739.110731
127.513268,999,740.996746
102.67239,999,741.809598
-135.335473,999,743.746811
-249.317191,999,744.564062
16.712694,999,746.499092
103.441663,999,747.308055
-65.117257,999,749.072978
-76.072363,999,749.886217
149.19398,999,751.777425
41.642529,999,755.699065
150.157693,999,757.623082
157.283417,999,758.432994
39.556957,999,760.337961
36.93133,999,761.151411
-1165.131062,999,763.074202
39.410125,999,763.889243
-749.000688,999,764.699924
-200.90445,999,766.619409
-191.663215,999,767.432114
122.76805,999,769.340081
129.758724,999,770.158861
29.2447,999,771.927731
81.348975,999,772.747128
72.546445,999,774.738593
-87.085005,999,775.555686
-317.229137,999,777.405185
-272.734158,999,778.226939
-23.357891,999,780.092567
13.867288,999,780.906418
151.470879,999,782.965345
143.746099,999,783.790008
-29.750116,999,785.861243
148.717014,999,786.675417
-174.56556,999,788.605003
112.993758,999,791.718477
-2.116432,999,793.684257
136.988276,999,794.539435
154.755035,999,796.442939
35.907436,999,797.271658
158.5063,999,799.222202
138.685166,999,800.034379
-143.462704,999,802.020248
116.523936,999,802.830438
60.821404,999,804.629509
-44.906259,999,805.439672
137.155216,999,807.282559
-1327.979343,999,808.093685
-57.780699,999,809.910564
-860.599358,999,810.727031
-508.294335,999,812.573584
-317.595653,999,813.387419
45.75411,999,815.249821
-138.941033,999,816.064465
-6657.63995,999,817.82986
112.879154,999,818.649098
-83.386496,999,820.383404
146.121475,999,821.198408
76.613869,999,822.015562
-27.521254,999,823.774344
-2850.689162,999,826.879433
114.93223,999,828.61825
-273.393748,999,829.432098
-332.233907,999,831.247766
19.379082,999,832.068234
-501.207001,999,833.871983
-1119.738881,999,834.688216
-297.039805,999,836.476942
125.361054,999,837.29993
-24.042245,999,839.085409
71.264287,999,839.912374
45.073147,999,841.693521
158.409473,999,842.504465
141.906151,999,844.282004
-523.1054,999,845.105143
151.426471,999,846.886644
38.950375,999,847.703315
74.27162,999,849.462671
112.413513,999,850.280972
-165.422393,999,852.073572
140.989505,999,852.887548
39.49985,999,854.667651
-36.762593,999,855.54108
-126.966865,999,857.387413
-63.962895,999,858.257143
139.37142,999,862.476187
-76.199416,999,863.28916
113.125297,999,865.204475
148.513029,999,866.019626
24.379319,999,867.933575
-26.989881,999,868.752311
-506.87175,999,870.666038
74.445574,999,871.483804
81.36019,999,873.407321
128.13485,999,874.233539
-47.61753,999,876.152338
-5656.483875,999,876.974642
1.636463,999,878.724552
-5094.986451,999,879.542943
39.258338,999,880.35678
45.968197,999,882.096613
93.295011,999,882.909514
115.873793,999,884.651125
138.160266,999,885.461229
-344.580091,999,887.213787
144.893465,999,888.031308
-88.304901,999,889.775074
-564.331411,999,890.594326
-25.387019,999,892.341049
-126.864766,999,893.184692
-195.813343,999,897.238574
138.902904,999,898.051898
124.388205,999,899.939537
142.245627,999,900.754843
60.601027,999,902.665648
146.084629,999,903.477904
72.854965,999,905.395564
-138.443925,999,906.210891
-272.249208,999,908.139001
-65.194047,999,908.952811
138.551486,999,910.877394
109.560649,999,911.693205
-243.471012,999,913.615606
77.541539,999,914.432618
-32.387936,999,916.356442
-348.160684,999,917.168713
125.347131,999,919.084401
-1155.280651,999,919.901588
-2684.723424,999,921.828096
121.898456,999,922.64344
101.905489,999,924.595136
103.054425,999,925.411794
-13.072172,999,927.337368
131.486701,999,928.148744
-504.092623,999,929.989475
18.275902,999,933.081655
-68.326309,999,934.880786
104.087884,999,935.69581
130.827375,999,937.539049
29.345154,999,938.354982
45.824908,999,939.165946
-155.969519,999,941.005789
-6.419637,999,941.816972
150.663247,999,943.754642
154.397363,999,944.624731
-1447.098301,999,946.456515
-191.427633,999,947.325229
13.980059,999,949.124923
3.776915,999,949.939712
-3468.511991,999,951.730373
-56.415047,999,952.544436
-22.237775,999,954.32568
131.983645,999,955.138354
146.297279,999,956.921725
136.090444,999,957.793346
134.908053,999,959.593731
126.697705,999,960.406834
69.916118,999,962.180853
1.4429,999,962.992687
85.475229,999,964.759972
146.094313,999,967.871046
3.034398,999,969.629274
112.041951,999,970.443157
93.941667,999,972.313767
-91.325245,999,973.125277
139.813678,999,975.051153
109.229869,999,975.864435
127.80568,999,977.824474
129.626967,999,978.637656
103.887752,999,980.392667
138.318687,999,981.206164
-1759.104099,999,983.133227
-91.165061,999,983.965316
114.641566,999,985.747078
43.681334,999,986.605712
97.37502,999,988.488643
-71.844809,999,989.307815
-101.435133,999,991.035032
78.998434,999,991.851378
92.469727,999,993.600103
103.840438,999,994.413862
95.723138,999,995.228904
134.673829,999,996.938937
143.534364,999,997.754899
9.823264,999,999.615649
65.597033,999,1002.722703
72.858949,999,1004.559004
85.164812,999,1005.372952
73.365672,999,1007.271492
52.063078,999,1008.08416
120.519396,999,1009.817599
99.406532,999,1010.63921
-31.129408,999,1012.527963
-1.084864,999,1013.347214
62.759513,999,1015.26654
152.779797,999,1016.087723
134.862012,999,1018.034303
106.663548,999,1018.850845
-1951.222161,999,1020.801095
26.756352,999,1021.619506
99.956421,999,1023.547127
-54.290846,999,1024.366748
28.00124,999,1026.304642
6.519138,999,1027.122591
146.212659,999,1029.07387
-177.518182,999,1029.892437
64.24245,999,1031.823971
-59.713859,999,1032.646901
39.887528,999,1034.588807
61.910743,999,1035.408413
-244.885935,999,1039.69553
38.991577,999,1040.509925
141.513058,999,1042.437637
-328.309103,999,1043.254019
-121.180826,999,1045.21487
66.055071,999,1046.043527
144.660529,999,1047.821884
113.814613,999,1048.640912
-96.253861,999,1050.399125
132.772748,999,1051.217655
-126.78144,999,1052.97978
-95.166069,999,1053.80185
64.142683,999,1054.622581
20.92959,999,1056.388136
138.105137,999,1057.207851
155.752935,999,1058.968537
86.683934,999,1059.785007
-44.298333,999,1061.546847
-49.184443,999,1062.362731
-457.944883,999,1064.092998
43.795278,999,1064.966967
-57.020016,999,1066.778205
-2895.625676,999,1067.59758
144.737688,999,1069.544551
-106.58117,999,1070.364186
65.254567,999,1074.592166
31.58825,999,1075.415081
43.760909,999,1077.332737
56.545921,999,1078.152852
68.237587,999,1080.083844
-769.304256,999,1080.905791
-362.715338,999,1082.827525
96.458813,999,1083.646012
55.048802,999,1085.556668
-11.678549,999,1086.377303
-31.648669,999,1088.304502
141.724463,999,1089.127235
-20.859055,999,1091.046695
64.944506,999,1091.86887
80.149177,999,1093.785565
142.006776,999,1094.606685
30.113813,999,1096.517573
130.708517,999,1097.335289
-47.424557,999,1099.26121
138.89629,999,1100.083325
56.294089,999,1102.014859
125.289777,999,1102.835848
106.064098,999,1104.773503
-79.323904,999,1105.592057
125.167986,999,1107.491663
-45.662915,999,1111.557781
144.098595,999,1113.436256
-196.318855,999,1114.256415
114.299682,999,1115.085391
21.05701,999,1116.838953
140.712312,999,1117.66241
150.854088,999,1119.424565
78.208465,999,1120.24505
-98.728012,999,1122.000425
-1564.357804,999,1122.821818
76.047814,999,1124.562461
-195.314365,999,1125.387634
-70.444206,999,1127.148649
-33.5631,999,1127.972473
-89.214926,999,1129.650205
-174.531294,999,1130.470743
74.623422,999,1132.195709
-156.554594,999,1133.021047
77.602191,999,1135.059988
-37.696195,999,1135.872745
100.053149,999,1137.606662
122.212587,999,1138.418121
72.388541,999,1140.114903
26.619291,999,1140.925511
-196.557122,999,1142.657997
-170.949881,999,1146.131114
-255.529292,999,1147.898978
143.799123,999,1148.709981
-76.295352,999,1150.638884
-170.883847,999,1151.450929
-58.511398,999,1153.363055
151.022653,999,1154.202345
-261.019687,999,1156.060947
23.157101,999,1156.873747
-6.234745,999,1158.832054
110.247837,999,1159.641695
122.505765,999,1161.414423
57.238663,999,1162.226341
19.5588,999,1164.022967
-111.351172,999,1164.83546
-12.483381,999,1166.671313
-131.814132,999,1167.497599
-86.833412,999,1169.270446
-17.121573,999,1170.088073
-175.999223,999,1170.902084
52.573786,999,1172.658519
149.547187,999,1173.472228
-616.446831,999,1175.225704
-39.521168,999,1176.041207
12.5714,999,1177.832227
124.199706,999,1181.212255
-77.983154,999,1182.997705
-11.580859,999,1183.808081
107.865761,999,1185.597484
-66.375428,999,1186.430102
-33.414979,999,1188.224308
-45.355145,999,1189.086595
-250.736758,999,1190.84428
-70.353588,999,1191.657816
-100.212096,999,1193.624696
-87.477968,999,1194.442712
-85.615795,999,1196.518822
65.277099,999,1197.337867
53.382153,999,1199.250877
27.012513,999,1200.070276
46.542669,999,1201.89341
40.266663,999,1202.715255
80.633714,999,1204.484233
145.076627,999,1205.312011
-16.869124,999,1207.094169
31.869956,999,1207.917295
-270.382389,999,1209.700487
-32.629549,999,1210.530567
81.729213,999,1212.315101
131.046203,999,1213.137072
-10.200238,999,1217.242902
72.518988,999,1218.059734
69.537616,999,1219.817879
117.015108,999,1220.644703
116.659668,999,1222.413132
99.782457,999,1223.232696
-18.508011,999,1224.952223
138.528427,999,1225.778783
62.293177,999,1227.55607
115.3025,999,1228.373786
151.169065,999,1229.192451
-41.304252,999,1230.951718
16.839212,999,1231.767336
-16.252327,999,1233.526896
146.496167,999,1234.346709
47.057685,999,1236.115004
21.745977,999,1236.930805
-68.119479,999,1238.710771
-189.754869,999,1239.527742
2.319671,999,1241.275043
-24.786107,999,1242.096707
102.976491,999,1243.850775
91.016837,999,1244.679321
37.914614,999,1246.451418
43.238479,999,1247.272593
67.525392,999,1251.340222
104.421697,999,1252.161031
49.568965,999,1253.931404
-49.598499,999,1254.749809
-430.669737,999,1256.512324
107.278414,999,1257.329334
126.052916,999,1259.096922
-90.646385,999,1259.916776
150.233632,999,1261.695436
-42.714043,999,1262.519036
125.736738,999,1264.324061
96.060174,999,1265.166888
-26.779587,999,1266.956518
137.154837,999,1267.800125
-72.092541,999,1269.5851
138.483226,999,1270.429886
140.363204,999,1272.198027
-2284.004154,999,1273.038327
54.852486,999,1274.812904
125.509557,999,1275.628043
97.574616,999,1277.376922
67.512688,999,1278.20526
-2.690999,999,1279.979464
-12.917229,999,1280.798446
22.237032,999,1282.543024
-408.941988,999,1285.684865
150.594065,999,1286.503291
113.719773,999,1288.284246
46.826726,999,1289.107126
114.141041,999,1290.854608
87.484725,999,1291.679547
29.673308,999,1293.600023
144.248754,999,1294.412897
-115.465494,999,1296.315751
-37.830335,999,1297.128587
73.119518,999,1299.018045
110.4693,999,1299.830669
-18.555886,999,1301.756645
128.911968,999,1302.568213
134.334845,999,1304.427544
-132.693644,999,1305.238349
137.555756,999,1307.157507
49.059204,999,1307.974022
102.417997,999,1309.901388
132.438012,999,1310.715447
86.132466,999,1312.614743
75.656433,999,1313.426495
69.400377,999,1315.362198
-143.576361,999,1316.173285
86.700393,999,1318.07361
-204.184897,999,1321.292827
-55.584878,999,1323.25381
-134.079643,999,1324.072231
-321.421442,999,1326.011068
-87.931471,999,1326.843267
147.058738,999,1328.609731
118.651913,999,1329.455729
-404.854797,999,1331.419804
53.207943,999,1332.252686
-1.112029,999,1334.198094
126.754763,999,1335.054855
-137.752966,999,1337.047694
-29.03286,999,1337.866366
43.756731,999,1339.812898
-253.703575,999,1340.637548
109.856051,999,1342.549806
134.096046,999,1343.368681
115.332696,999,1344.182005
37.672632,999,1346.132771
131.105448,999,1346.946155
-150.543106,999,1348.880732
130.557055,999,1349.69087
146.664062,999,1351.602044
-4.290039,999,1352.416451
-146.42506,999,1354.230471
103.560174,999,1357.328278
84.927908,999,1359.043407
-37.852195,999,1359.856552
109.198847,999,1361.631179
95.870963,999,1362.44329
-2090.588336,999,1364.141813
125.66515,999,1364.957778
130.591446,999,1366.719046
-205.576746,999,1367.532242
-342.038324,999,1369.28496
72.501484,999,1370.102894
141.859383,999,1371.868108
35.159491,999,1372.732761
76.720028,999,1374.530604
138.555633,999,1375.385316
135.57543,999,1377.34568
112.936906,999,1378.160831
42.280337,999,1380.068116
13.464159,999,1380.883752
147.024385,999,1382.676429
116.641736,999,1383.505288
-3.075937,999,1385.277258
83.699721,999,1386.094747
-19.090323,999,1387.850105
-180.608468,999,1388.669896
134.506057,999,1392.725843
130.340144,999,1393.544413
66.145113,999,1395.479284
77.944139,999,1396.299593
84.868821,999,1398.202471
96.043496,999,1399.01941
78.594122,999,1400.887632
-130.780023,999,1401.703696
87.026338,999,1402.515862
121.093799,999,1404.426521
-38.169077,999,1405.244633
-17.663763,999,1407.165012
140.126122,999,1407.973385
-3.639008,999,1409.897723
-19.421933,999,1410.760098
74.709006,999,1412.65456
137.139706,999,1413.503654
94.313332,999,1415.290545
-712.716782,999,1416.11855
139.562728,999,1417.86394
-150.059705,999,1418.671868
48.999954,999,1420.704023
-22.319156,999,1421.51099
130.991783,999,1423.418548
37.33217,999,1424.225056
34.873183,999,1426.1227
-70.985321,999,1429.211107
