#{"t_start": 1738674476.2816553, "env_id": "ComponentPlacementEnvironment-v2"}
r,l,t
137.182596,999,586.251483
133.560142,999,588.25385
-30.305613,999,589.087338
62.3887,999,590.96629
143.50578,999,591.785293
128.921669,999,593.634187
139.005836,999,594.450443
146.928818,999,596.234039
131.668787,999,597.050315
108.834899,999,598.8356
136.027993,999,599.64905
104.67905,999,601.378335
55.691674,999,602.220394
110.302615,999,604.247568
45.418937,999,607.450459
71.441827,999,609.455102
48.801887,999,610.266985
117.956935,999,612.032224
141.790535,999,612.848803
134.632061,999,614.585352
48.441851,999,615.399771
138.62935,999,617.16262
123.531293,999,617.989635
-7.743558,999,620.203296
88.499287,999,621.053185
132.271925,999,622.804145
126.069291,999,623.681356
70.587163,999,625.509971
120.282737,999,626.365151
143.972065,999,628.186795
119.818132,999,629.054913
77.240871,999,630.88428
123.691092,999,631.694666
137.802852,999,633.604558
136.934801,999,634.493821
106.01126,999,636.310396
141.82315,999,637.12751
96.974416,999,639.078716
53.718745,999,639.897826
145.639439,999,642.964899
65.297074,999,644.881799
150.982698,999,645.711723
140.470717,999,647.572742
90.190551,999,648.38505
85.871601,999,650.327952
92.953004,999,651.146881
141.12784,999,652.956838
139.439657,999,653.774734
115.783575,999,655.531836
101.294262,999,656.359648
85.808605,999,658.142915
59.456083,999,658.969668
141.942215,999,660.713573
81.961908,999,661.539436
142.884779,999,663.258249
95.427714,999,664.079391
140.395623,999,665.771515
136.543646,999,666.600484
59.501348,999,668.304877
35.038471,999,669.156394
3.10265,999,670.876297
128.101648,999,671.764225
133.368398,999,673.488215
109.884808,999,674.323551
150.823587,999,680.332794
155.595304,999,681.154042
90.878702,999,683.01344
126.809957,999,683.838191
133.641196,999,685.56522
119.814441,999,686.380326
143.549491,999,688.110813
112.290906,999,688.934351
119.8305,999,690.882056
48.849277,999,691.697897
147.835317,999,693.38029
141.595658,999,694.198282
146.160312,999,696.224227
133.447785,999,697.039208
130.43502,999,698.937426
128.90858,999,699.751183
143.3918,999,700.562499
84.955576,999,702.506881
69.883223,999,703.334435
131.527242,999,705.486275
140.440682,999,706.30455
151.171549,999,708.215261
133.096026,999,709.030643
123.958591,999,710.90063
128.592886,999,711.722601
130.285868,999,715.665811
141.294293,999,716.475492
142.551426,999,718.244102
132.696112,999,719.059245
111.450468,999,720.803633
19.765395,999,721.615233
120.758952,999,723.389475
75.931483,999,724.228101
127.768004,999,726.055169
152.472061,999,726.868733
100.35595,999,728.632377
155.062411,999,729.44388
113.997671,999,731.175992
86.569006,999,731.99205
119.06469,999,733.790088
134.244977,999,734.607263
144.336829,999,736.310306
101.615538,999,737.122654
119.895422,999,738.90543
137.552814,999,739.719058
68.59985,999,741.502985
146.872582,999,742.320208
112.647737,999,744.110894
60.690365,999,744.925035
137.202216,999,746.704027
139.58981,999,751.440282
157.826161,999,753.193705
143.031723,999,754.013388
102.392832,999,755.773787
133.217804,999,756.584002
118.589768,999,758.384534
147.204256,999,759.203852
87.592014,999,760.016658
107.148531,999,761.788568
134.122192,999,762.630446
159.42556,999,764.42132
137.164373,999,765.238658
146.330558,999,767.033817
122.404621,999,767.843147
49.981635,999,769.623869
152.904977,999,770.438938
91.133962,999,772.206271
120.42987,999,773.01507
160.856315,999,774.831827
147.946797,999,775.647743
43.561242,999,777.401891
100.187641,999,778.217428
77.074933,999,779.944487
124.753456,999,780.78792
133.119621,999,782.508947
85.747531,999,785.584755
108.280341,999,787.651872
115.399608,999,788.464071
126.413214,999,790.210521
128.297729,999,791.026696
97.601102,999,792.715948
135.062613,999,793.52671
114.014678,999,795.267616
156.529248,999,796.083075
8.732646,999,797.772852
123.051368,999,798.583805
123.295994,999,800.368799
133.095085,999,801.219467
42.403651,999,803.018255
-2.902504,999,803.832215
139.907922,999,805.546053
-112.747457,999,806.361336
152.069133,999,808.132976
59.523119,999,808.949242
-47.31317,999,810.741097
133.631435,999,811.556576
109.918651,999,813.558108
135.728672,999,814.447506
126.95822,999,815.341115
144.892408,999,817.252467
121.229513,999,820.466726
132.807813,999,822.330958
134.893074,999,823.163242
-61.739937,999,825.298535
130.996927,999,826.116487
127.98583,999,828.014797
60.455146,999,828.841387
125.375237,999,831.027668
-63.661676,999,831.85147
74.244583,999,833.75893
110.223399,999,834.5801
119.190674,999,836.546085
145.033096,999,837.369495
100.705447,999,839.289034
170.508934,999,840.109767
25.361931,999,841.896858
72.575196,999,842.713666
139.445198,999,844.49478
163.27755,999,845.309804
40.84465,999,847.065825
-136.499977,999,847.881284
155.483879,999,849.658937
83.049192,999,850.525475
97.541749,999,852.414914
68.188657,999,853.253181
144.151159,999,857.562551
81.549627,999,858.378703
101.17925,999,860.196498
144.682383,999,861.01883
101.953879,999,862.818864
124.049812,999,863.645304
123.013736,999,865.590493
138.004714,999,866.4119
-80.629408,999,868.357017
136.04669,999,869.20175
122.480216,999,871.261612
116.883871,999,872.087025
125.02141,999,874.044382
83.421208,999,874.866531
128.306314,999,875.686706
132.93032,999,877.433683
109.620193,999,878.248745
-55.414337,999,879.973644
146.578804,999,880.792138
112.775803,999,882.561155
113.558063,999,883.38047
107.633923,999,885.163574
145.914479,999,885.980648
105.811503,999,887.802639
143.579214,999,888.708263
127.396273,999,892.941752
143.443099,999,893.762539
157.577785,999,895.566266
152.170969,999,896.410276
139.674619,999,898.220234
129.566717,999,899.059865
135.462997,999,900.85158
118.217587,999,901.668571
70.30505,999,903.496299
129.247867,999,904.311305
135.513581,999,906.208839
114.785893,999,907.020857
119.13053,999,908.762668
117.858911,999,909.572541
133.267393,999,911.487859
140.461591,999,912.305167
143.462294,999,914.231809
150.290885,999,915.077378
140.812675,999,916.98619
111.645993,999,917.800128
128.995453,999,919.695821
129.47048,999,920.562927
86.885297,999,922.36863
135.806224,999,923.252135
148.242592,999,925.288307
138.490892,999,928.361307
131.700662,999,930.289364
84.448479,999,931.109668
60.720554,999,933.050272
106.919308,999,933.868775
91.752321,999,934.690552
131.90235,999,936.687912
122.572177,999,937.511188
128.055415,999,939.416948
122.822026,999,940.234891
133.070032,999,942.201976
154.558344,999,943.016011
129.095766,999,944.798512
134.585971,999,945.613079
147.502762,999,947.384068
104.755137,999,948.200911
101.753078,999,949.917194
146.708408,999,950.73844
147.429062,999,952.544885
116.4408,999,953.358032
155.412742,999,955.120301
130.42214,999,955.938029
140.048654,999,957.668782
150.934707,999,958.479482
149.672768,999,960.442408
158.303479,999,963.536214
133.173604,999,965.491972
164.484431,999,966.314084
149.582894,999,968.260442
57.375049,999,969.138024
55.852227,999,970.901189
131.465424,999,971.789363
137.191769,999,973.599059
108.559294,999,974.462393
149.658214,999,976.310446
149.165523,999,977.198983
155.709658,999,979.059308
128.407883,999,979.897841
143.145433,999,981.898041
143.505368,999,982.723992
137.308842,999,984.834609
143.118383,999,985.687423
42.469515,999,987.602953
149.812091,999,988.422494
-88.187443,999,990.319717
153.609294,999,991.134976
151.777488,999,991.974306
157.167478,999,993.91964
119.556076,999,994.732975
63.115759,999,996.660086
75.339841,999,999.699448
110.303268,999,1001.448539
150.058355,999,1002.330997
126.7034,999,1004.181375
121.023784,999,1005.013592
-29.226057,999,1006.777153
150.951362,999,1007.650025
107.197123,999,1009.421739
150.984336,999,1010.259188
158.522539,999,1012.026573
158.229667,999,1012.867843
143.49985,999,1014.818855
153.361122,999,1015.624862
155.415347,999,1017.348428
137.77242,999,1018.161449
139.75422,999,1020.192807
136.08719,999,1021.005648
125.161913,999,1022.779075
157.552075,999,1023.591059
95.28791,999,1025.391002
116.126412,999,1026.206212
78.661994,999,1028.1381
165.450491,999,1028.956441
118.23685,999,1030.874684
142.158189,999,1031.691051
149.035761,999,1035.862225
14.50855,999,1036.67299
66.318883,999,1038.578377
120.681324,999,1039.382432
131.508749,999,1041.414575
141.691993,999,1042.237862
146.89707,999,1044.1536
96.132049,999,1044.975067
141.83643,999,1046.739951
173.291422,999,1047.565754
163.985605,999,1049.301335
165.354752,999,1050.176139
145.915365,999,1051.053095
148.135852,999,1053.01739
152.55385,999,1053.895812
124.737662,999,1055.818985
158.317422,999,1056.689499
157.749174,999,1058.620701
49.39989,999,1059.479095
107.960348,999,1061.433701
86.876054,999,1062.287145
141.716241,999,1064.035969
127.004213,999,1064.854198
134.903312,999,1066.803289
31.641967,999,1067.629725
105.679168,999,1071.793451
81.14068,999,1072.607616
131.293428,999,1074.944551
133.513213,999,1075.758749
157.845952,999,1077.726998
158.926759,999,1078.53357
134.991812,999,1080.505917
61.866219,999,1081.321055
98.475401,999,1083.268813
106.620623,999,1084.08222
124.963919,999,1086.012183
80.296778,999,1086.824039
141.179849,999,1088.761022
-93.047541,999,1089.578217
113.251207,999,1091.485837
132.127531,999,1092.306057
162.057341,999,1094.406687
157.805475,999,1095.23299
163.528745,999,1097.17695
117.698116,999,1098.007091
145.672078,999,1099.940174
137.041246,999,1100.758337
132.346749,999,1102.802249
154.109978,999,1103.628564
87.953839,999,1105.480478
169.013958,999,1108.570195
131.450755,999,1110.505054
124.276974,999,1111.324577
113.176633,999,1112.140676
-15.692991,999,1114.132162
83.377963,999,1114.949493
98.887396,999,1116.891387
104.733928,999,1117.695379
145.260043,999,1119.635934
103.879146,999,1120.440263
115.339009,999,1122.384132
148.11121,999,1123.196529
155.319835,999,1125.168334
164.090544,999,1126.043166
26.811173,999,1128.019122
121.19517,999,1128.894111
122.926216,999,1130.659318
117.658701,999,1131.475733
155.891087,999,1133.258309
155.778248,999,1134.068706
147.38521,999,1135.77224
113.152369,999,1136.59292
136.564376,999,1138.362614
152.698194,999,1139.171362
159.159594,999,1140.915174
100.901622,999,1144.052455
116.555219,999,1145.786026
91.171958,999,1146.648991
126.389407,999,1148.414413
110.047038,999,1149.24805
159.487653,999,1151.033734
166.810309,999,1151.867893
162.886154,999,1153.681189
135.6095,999,1154.494251
136.880287,999,1156.394231
146.546797,999,1157.29337
120.460426,999,1159.204647
138.455983,999,1160.050614
163.528522,999,1161.856936
120.097409,999,1162.662632
112.251839,999,1164.552781
33.858096,999,1165.403089
132.279412,999,1167.393852
160.137228,999,1168.210442
172.582227,999,1169.038921
152.110823,999,1170.985654
131.480682,999,1171.806704
133.30594,999,1173.689367
131.978045,999,1174.512016
96.82487,999,1176.287684
172.809015,999,1179.494526
175.155504,999,1181.264804
137.403591,999,1182.068335
128.019912,999,1183.837218
53.471086,999,1184.653831
160.393005,999,1186.46374
147.210719,999,1187.297686
134.906975,999,1189.241494
160.101494,999,1190.052837
63.994705,999,1191.991294
141.56067,999,1192.808628
98.936842,999,1194.661796
106.51376,999,1195.475741
115.455814,999,1197.227905
146.522164,999,1198.039867
153.738435,999,1199.795676
124.526982,999,1200.607456
119.219128,999,1202.3693
106.414822,999,1203.182225
164.948074,999,1204.942669
152.485431,999,1205.752255
166.789017,999,1207.699746
154.402444,999,1208.531533
140.361916,999,1210.564038
108.803047,999,1211.378935
140.967163,999,1215.539978
154.974859,999,1216.355565
135.436591,999,1218.142299
110.061625,999,1218.962128
155.368502,999,1220.804788
127.845444,999,1221.62947
106.795371,999,1223.504956
112.44415,999,1224.339756
145.775653,999,1226.30521
138.938934,999,1227.124441
174.053029,999,1227.943432
86.358223,999,1229.953357
144.519845,999,1230.764757
95.758747,999,1232.624335
120.18912,999,1233.438282
100.805787,999,1235.348018
135.305473,999,1236.226377
162.380561,999,1238.31122
102.432347,999,1239.147526
93.864518,999,1241.185927
107.839019,999,1242.011115
124.598765,999,1244.083594
160.330108,999,1244.904362
119.626319,999,1246.956032
121.34552,999,1247.774132
152.631828,999,1252.11977
173.635122,999,1252.943383
102.752485,999,1254.908491
27.066462,999,1255.738622
87.528747,999,1257.603851
143.26963,999,1258.429962
155.398436,999,1260.240451
155.542227,999,1261.076449
128.108712,999,1262.878109
125.718727,999,1263.698227
116.070458,999,1265.547967
155.840584,999,1266.433247
159.004541,999,1268.349442
143.670454,999,1269.164989
158.593595,999,1271.203066
109.19439,999,1272.077198
133.236704,999,1274.201566
148.838887,999,1275.043918
137.265204,999,1276.956529
64.998759,999,1277.811485
124.361527,999,1279.858658
161.370248,999,1280.693847
97.025644,999,1282.535602
122.795409,999,1283.420751
155.086233,999,1285.654283
161.011408,999,1288.815384
131.857797,999,1289.636229
158.062214,999,1291.604339
156.456612,999,1292.449558
110.761801,999,1294.908556
123.39592,999,1295.751204
122.850293,999,1297.586515
154.296799,999,1298.429004
136.651228,999,1300.39435
130.092872,999,1301.216619
108.619328,999,1303.10299
106.762025,999,1303.923656
143.418562,999,1305.829699
120.630903,999,1306.638258
166.119809,999,1308.578274
156.839682,999,1309.392292
121.913798,999,1311.14799
44.861825,999,1311.962507
132.468581,999,1314.036286
150.409812,999,1314.91652
144.773642,999,1316.739066
135.232421,999,1317.556445
131.540935,999,1319.348104
131.688789,999,1320.222041
162.609429,999,1322.020216
124.923328,999,1325.254129
146.215618,999,1327.250742
157.599396,999,1328.071134
4.159139,999,1330.085242
97.348164,999,1330.908652
132.849115,999,1332.902816
105.329192,999,1333.724106
145.9939,999,1335.690189
165.35125,999,1336.514392
124.270486,999,1338.488113
164.362394,999,1339.309116
130.617136,999,1341.257928
150.036885,999,1342.075772
143.214013,999,1343.903588
165.317445,999,1344.723146
138.397396,999,1346.49431
121.100677,999,1347.317523
144.774872,999,1348.13623
174.147543,999,1349.94451
149.657006,999,1350.760829
154.05735,999,1352.562611
143.803979,999,1353.371742
27.181512,999,1355.207893
127.749747,999,1356.084682
144.293594,999,1357.880987
142.448714,999,1361.07345
82.763484,999,1362.910271
135.10374,999,1363.790086
72.26891,999,1365.607178
108.760171,999,1366.483226
143.794693,999,1368.318269
149.055886,999,1369.158049
138.847273,999,1370.943089
116.047846,999,1371.762579
143.099874,999,1373.532453
128.65008,999,1374.353827
139.881246,999,1376.152482
85.291448,999,1376.974533
151.984383,999,1378.759479
157.960654,999,1379.575088
133.698721,999,1381.366033
125.891224,999,1382.181422
136.197349,999,1383.991552
140.558549,999,1384.823544
142.573157,999,1386.648961
106.354337,999,1387.483363
37.197367,999,1389.385728
145.011781,999,1390.192504
117.754385,999,1391.994379
112.054394,999,1392.819932
148.841792,999,1397.0
140.683356,999,1397.817975
137.539319,999,1399.799089
134.70837,999,1400.615698
136.400708,999,1402.407336
168.903372,999,1403.233455
139.490094,999,1405.144779
130.682185,999,1405.986217
119.6333,999,1406.806364
150.851912,999,1408.639909
165.21777,999,1409.451675
165.940295,999,1411.208857
124.369328,999,1412.024146
133.225302,999,1413.796463
166.101673,999,1414.633287
150.060359,999,1416.474266
-142.400816,999,1417.303452
169.669449,999,1419.212208
146.811717,999,1420.022281
145.769783,999,1421.79781
163.686495,999,1422.632316
133.720977,999,1424.478505
160.411987,999,1425.333067
149.161185,999,1427.175919
157.330826,999,1428.021384
133.571901,999,1429.955315
134.759792,999,1433.047877
